,direction,leftFitAverage,rightFitAverage,leftLine,rigthLine,time(s),leftX1,leftY1,leftX2,leftY2,rightX1,rightY1,rightX2,rightX2
17,C,[-7.65485068e-17  1.81000000e+02],[ 0.18971306 95.02960928],"[-3906020019977620992                  480 -1397806495443496192
                  288]",[2029  480 1017  288],4.529673099517822,-3906020019977620992,480,-1397806495443496192,288,2029,480,1017,288
18,C,[-4.69514781e-16  1.80000000e+02],[ 0.2875     50.96785714],"[-638957519475002880                 480 -230024707011000672
                 288]",[1492  480  824  288],4.613999128341675,-638957519475002880,480,-230024707011000672,288,1492,480,824,288
19,L,,[ 0.19029881 95.19454458],[0 0 0 0],[2022  480 1013  288],4.697625637054443,0,0,0,0,2022,480,1013,288
20,L,,[ 0.28591901 52.03282734],[0 0 0 0],[1496  480  825  288],4.777926206588745,0,0,0,0,1496,480,825,288
21,C,[-6.39131182e-16  1.80000000e+02],[ 0.28666667 51.41333333],"[-469387206570173312                 480 -168979394365262112
                 288]",[1495  480  825  288],4.858053922653198,-469387206570173312,480,-168979394365262112,288,1495,480,825,288
22,C,[-6.39131182e-16  1.80000000e+02],[ 0.28666667 51.41333333],"[-469387206570173312                 480 -168979394365262112
                 288]",[1495  480  825  288],4.9361488819122314,-469387206570173312,480,-168979394365262112,288,1495,480,825,288
23,C,[-1.33502747e-15  1.80000000e+02],[ 0.28670635 51.39484127],"[-224714477166147584                 480  -80897211779812976
                 288]",[1494  480  825  288],5.016891241073608,-224714477166147584,480,-80897211779812976,288,1494,480,825,288
24,C,[-3.87967354e-17  1.80500000e+02],[ 0.28814935 51.06006494],"[-7719721703944511488                  480 -2770851696741351936
                  288]",[1488  480  822  288],5.098654747009277,-7719721703944511488,480,-2770851696741351936,288,1488,480,822,288
25,L,,[ 0.28552492 52.17002474],[0 0 0 0],[1498  480  825  288],5.174842357635498,0,0,0,0,1498,480,825,288
26,C,[-7.65485068e-17  1.81000000e+02],[  0.1430185  116.01904045],"[-3906020019977620992                  480 -1397806495443496192
                  288]",[2544  480 1202  288],5.2580602169036865,-3906020019977620992,480,-1397806495443496192,288,2544,480,1202,288
27,L,,[  0.14335317 115.91964286],[0 0 0 0],[2539  480 1200  288],5.340027332305908,0,0,0,0,2539,480,1200,288
28,L,,[ 0.19154168 94.25563478],[0 0 0 0],[2013  480 1011  288],5.4210498332977295,0,0,0,0,2013,480,1011,288
29,C,[-1.33502747e-15  1.80000000e+02],[ 0.28740958 51.07346293],"[-224714477166147584                 480  -80897211779812976
                 288]",[1492  480  824  288],5.501461982727051,-224714477166147584,480,-80897211779812976,288,1492,480,824,288
30,C,[-1.06377034e-16  1.80000000e+02],[ 0.19166667 94.31190476],"[-2820157599755889152                  480 -1015256735912119552
                  288]",[2012  480 1010  288],5.582417964935303,-2820157599755889152,480,-1015256735912119552,288,2012,480,1010,288
31,C,[-3.55890784e-16  1.80000000e+02],[ 0.19748208 92.66429852],"[-842955236517020928                 480 -303463885146127232
                 288]",[1961  480  989  288],5.663321256637573,-842955236517020928,480,-303463885146127232,288,1961,480,989,288
32,C,[-6.12831653e-16  1.80000000e+02],[ 0.28277813 53.73729447],"[-489530849652973952                 480 -176231105875070496
                 288]",[1507  480  828  288],5.7438805103302,-489530849652973952,480,-176231105875070496,288,1507,480,828,288
33,C,[-1.33502747e-15  1.80000000e+02],[ 0.28615821 52.4032601 ],"[-224714477166147584                 480  -80897211779812976
                 288]",[1494  480  823  288],5.8288421630859375,-224714477166147584,480,-80897211779812976,288,1494,480,823,288
34,C,[-1.33502747e-15  1.80000000e+02],[  0.14156106 116.85512673],"[-224714477166147584                 480  -80897211779812976
                 288]",[2565  480 1208  288],5.9122560024261475,-224714477166147584,480,-80897211779812976,288,2565,480,1208,288
35,L,,[ 0.19063866 94.67644027],[0 0 0 0],[2021  480 1014  288],5.9928669929504395,0,0,0,0,2021,480,1014,288
36,L,,[  0.14268278 116.66524768],[0 0 0 0],[2546  480 1200  288],6.073256731033325,0,0,0,0,2546,480,1200,288
37,L,,[  0.14753728 114.77273444],[0 0 0 0],[2475  480 1174  288],6.148913145065308,0,0,0,0,2475,480,1174,288
38,L,,[ 0.18936859 95.08355645],[0 0 0 0],[2032  480 1018  288],6.2293174266815186,0,0,0,0,2032,480,1018,288
39,L,,[ 0.18777056 96.04437229],[0 0 0 0],[2044  480 1022  288],6.311521768569946,0,0,0,0,2044,480,1022,288
40,C,[-7.84262928e-17  1.80500000e+02],[ 0.28746032 50.98634921],"[-3818872337229899776                  480 -1370713777135940096
                  288]",[1492  480  824  288],6.391989231109619,-3818872337229899776,480,-1370713777135940096,288,1492,480,824,288
41,C,[-1.77559884e-16  1.80000000e+02],[1.73553719e-02 1.76919008e+02],"[-1689570829991076096                  480  -608245498796787200
                  288]",[17463   480  6400   288],6.477262496948242,-1689570829991076096,480,-608245498796787200,288,17463,480,6400,288
42,C,[-9.59612005e-17  1.80500000e+02],[ 0.28740958 51.23801989],"[-3121053076022487040                  480 -1120244426285199360
                  288]",[1491  480  823  288],6.559398412704468,-3121053076022487040,480,-1120244426285199360,288,1491,480,823,288
43,L,,[ 0.19246032 93.8452381 ],[0 0 0 0],[2006  480 1008  288],6.637363433837891,0,0,0,0,2006,480,1008,288
44,C,[-4.88814952e-17  1.80000000e+02],[  0.14839426 114.95269657],"[-6137291811087807488                  480 -2209425051991611136
                  288]",[2459  480 1166  288],6.717805624008179,-6137291811087807488,480,-2209425051991611136,288,2459,480,1166,288
45,L,,[ 0.19071803 94.63945468],[0 0 0 0],[2020  480 1013  288],6.799956560134888,0,0,0,0,2020,480,1013,288
46,C,[-2.98834194e-17  1.80000000e+02],[1.18420901e-01 1.28192521e+02],[-10039011796962189312 480 -3614044246906388992 288],[2970  480 1349  288],6.883955240249634,-10039011796962189312,480,-3614044246906388992,288,2970,480,1349,288
47,L,,[  0.14548993 114.90682234],[0 0 0 0],[2509  480 1189  288],6.966118335723877,0,0,0,0,2509,480,1189,288
48,C,[-6.01764575e-17  1.80000000e+02],[ 0.18971306 95.36294261],"[-4985338326823352320                  480 -1794721797656406272
                  288]",[2027  480 1015  288],7.049753904342651,-4985338326823352320,480,-1794721797656406272,288,2027,480,1015,288
49,C,[-1.30732445e-16  1.81000000e+02],[ 0.18766614 96.09303562],"[-2287113960294423296                  480  -818465530941481728
                  288]",[2045  480 1022  288],7.130875587463379,-2287113960294423296,480,-818465530941481728,288,2045,480,1022,288
50,C,[-1.30732445e-16  1.81000000e+02],[  0.14419755 115.96360062],"[-2287113960294423296                  480  -818465530941481728
                  288]",[2524  480 1193  288],7.213125228881836,-2287113960294423296,480,-818465530941481728,288,2524,480,1193,288
51,C,[-7.65485068e-17  1.81000000e+02],[ 0.18928571 95.22619048],"[-3906020019977620992                  480 -1397806495443496192
                  288]",[2032  480 1018  288],7.29608941078186,-3906020019977620992,480,-1397806495443496192,288,2032,480,1018,288
52,C,[-5.22558357e-17  1.80000000e+02],[  0.14800237 115.11947728],"[-5740985595342837760                  480 -2066754814323421184
                  288]",[2465  480 1168  288],7.390093088150024,-5740985595342837760,480,-2066754814323421184,288,2465,480,1168,288
53,C,[-4.41022512e-16  1.80000000e+02],[ 0.28666667 51.41333333],"[-680237384780686464                 480 -244885458521047008
                 288]",[1495  480  825  288],7.473391056060791,-680237384780686464,480,-244885458521047008,288,1495,480,825,288
54,L,,[ 0.19307723 93.32012805],[0 0 0 0],[2002  480 1008  288],7.563277721405029,0,0,0,0,2002,480,1008,288
55,C,[-3.62052867e-17  1.80000000e+02],[ 0.28662734 51.65388397],"[-8286082702481500160                  480 -2982989772893340160
                  288]",[1494  480  824  288],7.643250226974487,-8286082702481500160,480,-2982989772893340160,288,1494,480,824,288
56,C,[-1.30732445e-16  1.81000000e+02],[  0.14748541 114.89530861],"[-2287113960294423296                  480  -818465530941481728
                  288]",[2475  480 1173  288],7.727302074432373,-2287113960294423296,480,-818465530941481728,288,2475,480,1173,288
57,C,[-3.22692082e-16  1.80000000e+02],[ 0.28727104 51.40278186],"[-929678838454118400                 480 -334684381843482304
                 288]",[1491  480  823  288],7.808325290679932,-929678838454118400,480,-334684381843482304,288,1491,480,823,288
58,C,[-7.65485068e-17  1.81000000e+02],[  0.14528033 115.97596374],"[-3906020019977620992                  480 -1397806495443496192
                  288]",[2505  480 1184  288],7.888025999069214,-3906020019977620992,480,-1397806495443496192,288,2505,480,1184,288
59,C,[-5.71580172e-17  1.80000000e+02],[  0.1430185 116.1847031],"[-5248607536009627648                  480 -1889498712963465984
                  288]",[2543  480 1201  288],7.97031569480896,-5248607536009627648,480,-1889498712963465984,288,2543,480,1201,288
60,C,[-1.17744204e-16  1.80000000e+02],[  0.14788223 114.82070543],"[-2547896119553194496                  480  -917242603039149696
                  288]",[2469  480 1171  288],8.053702116012573,-2547896119553194496,480,-917242603039149696,288,2469,480,1171,288
61,C,[-1.17744204e-16  1.80000000e+02],[ 0.19164021 94.3242328 ],"[-2547896119553194496                  480  -917242603039149696
                  288]",[2012  480 1010  288],8.131275415420532,-2547896119553194496,480,-917242603039149696,288,2012,480,1010,288
62,C,[-4.69514781e-16  1.80000000e+02],[ 0.28666667 51.35777778],"[-638957519475002880                 480 -230024707011000672
                 288]",[1495  480  825  288],8.223118782043457,-638957519475002880,480,-230024707011000672,288,1495,480,825,288
63,C,[-1.07119688e-16  1.84000000e+02],[  0.14375    115.73392857],"[-2763264201958240256                  480  -970876611498840832
                  288]",[2534  480 1198  288],8.307106733322144,-2763264201958240256,480,-970876611498840832,288,2534,480,1198,288
64,C,[-6.33699944e-17  1.80000000e+02],[ 0.19177022 94.55111679],"[-4734101727556774912                  480 -1704276621920438528
                  288]",[2009  480 1008  288],8.387278318405151,-4734101727556774912,480,-1704276621920438528,288,2009,480,1008,288
65,C,[-1.57990688e-16  1.80500000e+02],[ 0.19619706 93.6157115 ],"[-1895681342289684992                  480  -680419847399469056
                  288]",[1969  480  990  288],8.467660427093506,-1895681342289684992,480,-680419847399469056,288,1969,480,990,288
66,C,[-2.03401412e-16  1.80500000e+02],[ 0.2853248  52.84957326],"[-1472457820568574976                  480  -528511571656499712
                  288]",[1497  480  824  288],8.549766302108765,-1472457820568574976,480,-528511571656499712,288,1497,480,824,288
67,C,[-2.53334385e-17  1.81000000e+02],[ 0.1920209  94.07670157],[-11802582591956774912 480 -4223666680064800768 288],[2009  480 1009  288],8.632447242736816,-11802582591956774912,480,-4223666680064800768,288,2009,480,1009,288
68,L,,[  0.14375    115.73392857],[0 0 0 0],[2534  480 1198  288],8.722604274749756,0,0,0,0,2534,480,1198,288
69,L,,[ 0.19151402 94.26852124],[0 0 0 0],[2014  480 1011  288],8.802718877792358,0,0,0,0,2014,480,1011,288
70,C,[-1.51708019e-15  1.80000000e+02],[ 0.28794038 50.8197832 ],"[-197748280700128352                 480  -71189381052046040
                 288]",[1490  480  823  288],8.882597208023071,-197748280700128352,480,-71189381052046040,288,1490,480,823,288
71,L,,[  0.1478355  114.63233225],[0 0 0 0],[2471  480 1172  288],8.963271856307983,0,0,0,0,2471,480,1172,288
72,C,[-6.39131182e-16  1.80000000e+02],[ 0.28658835 51.44982868],"[-469387206570173312                 480 -168979394365262112
                 288]",[1495  480  825  288],9.041760683059692,-469387206570173312,480,-168979394365262112,288,1495,480,825,288
73,C,[-1.33502747e-15  1.80000000e+02],[ 0.28857248 50.82284456],"[-224714477166147584                 480  -80897211779812976
                 288]",[1487  480  821  288],9.118403911590576,-224714477166147584,480,-80897211779812976,288,1487,480,821,288
74,C,[-2.33339507e-16  1.81000000e+02],[ 0.18421053 96.71052632],"[-1281394667036518656                  480  -458559295561563136
                  288]",[2080  480 1038  288],9.201509475708008,-1281394667036518656,480,-458559295561563136,288,2080,480,1038,288
75,L,,[ 0.19164021 93.99089947],[0 0 0 0],[2014  480 1012  288],9.291973352432251,0,0,0,0,2014,480,1012,288
76,L,,[  0.14370479 115.86900995],[0 0 0 0],[2533  480 1197  288],9.373982906341553,0,0,0,0,2533,480,1197,288
77,C,[-2.59410662e-16  1.81000000e+02],[ 0.19209957 93.745671  ],"[-1152612608539294464                  480  -412473408407037888
                  288]",[2010  480 1011  288],9.456235885620117,-1152612608539294464,480,-412473408407037888,288,2010,480,1011,288
78,C,[-2.74417199e-16  1.80333333e+02],[ 0.28413242 53.2260274 ],"[-1092011245031870336                  480  -392346643098213440
                  288]",[1502  480  826  288],9.516825199127197,-1092011245031870336,480,-392346643098213440,288,1502,480,826,288
79,C,[-3.49472962e-17  1.80500000e+02],[ 0.28807034 50.65532697],"[-8570047833055885312                  480 -3076060574469139968
                  288]",[1490  480  823  288],9.598798990249634,-8570047833055885312,480,-3076060574469139968,288,1490,480,823,288
80,C,[-1.30732445e-16  1.81000000e+02],[ 0.19113757 94.22619048],"[-2287113960294423296                  480  -818465530941481728
                  288]",[2018  480 1013  288],9.681452751159668,-2287113960294423296,480,-818465530941481728,288,2018,480,1013,288
81,C,[-1.33502747e-15  1.80000000e+02],[ 0.28603701 51.97783993],"[-224714477166147584                 480  -80897211779812976
                 288]",[1496  480  825  288],9.760637998580933,-224714477166147584,480,-80897211779812976,288,1496,480,825,288
82,C,[-6.39131182e-16  1.80000000e+02],[ 0.28740958 51.07346293],"[-469387206570173312                 480 -168979394365262112
                 288]",[1492  480  824  288],9.841195821762085,-469387206570173312,480,-168979394365262112,288,1492,480,824,288
83,C,[-6.41916713e-17  1.80000000e+02],[ 0.1947165  94.57385917],"[-4673503494710019072                  480 -1682461258095606272
                  288]",[1979  480  993  288],9.934312343597412,-4673503494710019072,480,-1682461258095606272,288,1979,480,993,288
84,L,,[1.17120020e-01 1.28493486e+02],[0 0 0 0],[3001  480 1361  288],10.013595581054688,0,0,0,0,3001,480,1361,288
85,C,[-1.76994102e-16  1.80500000e+02],[ 0.28603701 51.8694062 ],"[-1692146778078286848                  480  -607364870261822336
                  288]",[1496  480  825  288],10.103814125061035,-1692146778078286848,480,-607364870261822336,288,1496,480,825,288
86,L,,[ 0.19671637 93.03031259],[0 0 0 0],[1967  480  991  288],10.191455125808716,0,0,0,0,1967,480,991,288
87,C,[-9.54544513e-17  1.80500000e+02],[ 0.28524436 52.40507519],"[-3137622144143962112                  480 -1126191587630970624
                  288]",[1499  480  825  288],10.274230241775513,-3137622144143962112,480,-1126191587630970624,288,1499,480,825,288
88,C,[-9.3267688e-17  1.8050000e+02],[ 0.197203   92.74850197],"[-3211187136946315264                  480 -1152596384713618688
                  288]",[1963  480  990  288],10.355498552322388,-3211187136946315264,480,-1152596384713618688,288,1963,480,990,288
89,L,,[ 0.28740047 51.06462375],[0 0 0 0],[1492  480  824  288],10.43472146987915,0,0,0,0,1492,480,824,288
90,C,[-1.12976599e-16  1.80500000e+02],[ 0.2875     50.96785714],"[-2650991461912704000                  480  -951524481320920064
                  288]",[1492  480  824  288],10.52453088760376,-2650991461912704000,480,-951524481320920064,288,1492,480,824,288
91,C,[-1.33502747e-15  1.80000000e+02],[ 0.28603701 51.97783993],"[-224714477166147584                 480  -80897211779812976
                 288]",[1496  480  825  288],10.606719017028809,-224714477166147584,480,-80897211779812976,288,1496,480,825,288
92,L,,[  0.14262218 116.39990602],[0 0 0 0],[2549  480 1203  288],10.687769651412964,0,0,0,0,2549,480,1203,288
93,L,,[  0.14550128 115.82784829],[0 0 0 0],[2502  480 1183  288],10.769848346710205,0,0,0,0,2502,480,1183,288
94,C,[-3.46626367e-16  1.81000000e+02],[ 0.19160639 94.15867993],"[-862600277094947072                 480 -308689731268090944
                 288]",[2013  480 1011  288],10.85165548324585,-862600277094947072,480,-308689731268090944,288,2013,480,1011,288
95,C,[-5.03666978e-16  1.80000000e+02],[ 0.28599732 51.71922356],"[-595631663726022144                 480 -214427398941367904
                 288]",[1497  480  826  288],10.933618068695068,-595631663726022144,480,-214427398941367904,288,1497,480,826,288
96,C,[-2.03401412e-16  1.80500000e+02],[ 0.19778609 92.47573218],"[-1472457820568574976                  480  -528511571656499712
                  288]",[1959  480  988  288],11.014448642730713,-1472457820568574976,480,-528511571656499712,288,1959,480,988,288
97,C,[-3.96073216e-16  1.80000000e+02],[ 0.19569541 93.71403353],"[-757435715626132480                 480 -272676857625407328
                 288]",[1973  480  992  288],11.088661193847656,-757435715626132480,480,-272676857625407328,288,1973,480,992,288
98,C,[-8.41409789e-17  1.80500000e+02],[ 0.28290117 53.39408023],"[-3559502206454653440                  480 -1277617653401920256
                  288]",[1507  480  829  288],11.173055410385132,-3559502206454653440,480,-1277617653401920256,288,1507,480,829,288
99,C,[-4.75330358e-16  1.81333333e+02],[ 0.27857143 52.68571429],"[-628334928799923584                 480 -224405331714258144
                 288]",[1533  480  844  288],11.256484746932983,-628334928799923584,480,-224405331714258144,288,1533,480,844,288
100,C,[-1.9689251e-15  1.8000000e+02],[ 0.28798186 50.80045351],"[-152367401042884288                 480  -54852264375438184
                 288]",[1490  480  823  288],11.345899105072021,-152367401042884288,480,-54852264375438184,288,1490,480,823,288
